,label,nbPixels,meanB0,varB0,mean__012019,valid_012019,std___012019,nan___012019,NDVI_012019,mean__022019,valid_022019,std___022019,nan___022019,NDVI_022019,mean__032019,valid_032019,std___032019,nan___032019,NDVI_032019,mean__042019,valid_042019,std___042019,nan___042019,NDVI_042019,valid_052019,nan___052019,mean__052019,std___052019,NDVI_052019,mean__062019,valid_062019,std___062019,nan___062019,NDVI_062019,valid_072019,nan___072019,mean__072019,std___072019,NDVI_072019,valid_082019,nan___082019,mean__082019,std___082019,NDVI_082019,mean__092019,valid_092019,std___092019,nan___092019,NDVI_092019,mean__102019,valid_102019,std___102019,nan___102019,NDVI_102019,mean__112019,valid_112019,std___112019,nan___112019,NDVI_112019,mean__122019,valid_122019,std___122019,nan___122019,NDVI_122019,mean__012020,valid_012020,std___012020,nan___012020,NDVI_012020,mean__022020,valid_022020,std___022020,nan___022020,NDVI_022020,mean__032020,valid_032020,std___032020,nan___032020,NDVI_032020,mean__042020,valid_042020,std___042020,nan___042020,NDVI_042020,mean__052020,valid_052020,std___052020,nan___052020,NDVI_052020,mean__062020,valid_062020,std___062020,nan___062020,NDVI_062020,mean__072020,valid_072020,std___072020,nan___072020,NDVI_072020,mean__082020,valid_082020,std___082020,nan___082020,NDVI_082020,mean__092020,valid_092020,std___092020,nan___092020,NDVI_092020,mean__102020,valid_102020,std___102020,nan___102020,NDVI_102020,mean__112020,valid_112020,std___112020,nan___112020,NDVI_112020,mean__122020,valid_122020,std___122020,nan___122020,NDVI_122020,mean__012021,valid_012021,std___012021,nan___012021,NDVI_012021,mean__022021,valid_022021,std___022021,nan___022021,NDVI_022021,mean__032021,valid_032021,std___032021,nan___032021,NDVI_032021,mean__042021,valid_042021,std___042021,nan___042021,NDVI_042021,mean__052021,valid_052021,std___052021,nan___052021,NDVI_052021,mean__062021,valid_062021,std___062021,nan___062021,NDVI_062021,mean__072021,valid_072021,std___072021,nan___072021,NDVI_072021,mean__082021,valid_082021,std___082021,nan___082021,NDVI_082021,mean__092021,valid_092021,std___092021,nan___092021,NDVI_092021,mean__102021,valid_102021,std___102021,nan___102021,NDVI_102021,mean__112021,valid_112021,std___112021,nan___112021,NDVI_112021,mean__122021,valid_122021,std___122021,nan___122021,NDVI_122021,mean__012022,valid_012022,std___012022,nan___012022,NDVI_012022,mean__022022,valid_022022,std___022022,nan___022022,NDVI_022022,mean__032022,valid_032022,std___032022,nan___032022,NDVI_032022
61,17449,164,0.227895066142082,0.000268134608632,0.2038,164,0.0188,0,20.3822,0.2113,164,0.0267,0,21.1339,0.2065,164,0.0254,0,20.6474,0.2738,164,0.0415,0,27.3837,0,164,,,,0.5155,164,0.1523,0,51.5466,4,160,0.3402,0.1147,34.0174,66,98,0.4789,0.0781,47.893,0.6169,164,0.0575,0,61.6878,0.5419,164,0.0566,0,54.1886,0.5659,164,0.0476,0,56.5905,0.3859,164,0.0372,0,38.587,0.2108,164,0.0151,0,21.0758,0.1664,164,0.0118,0,16.6383,0.2236,164,0.0353,0,22.3612,0.3559,164,0.0693,0,35.5942,0.3097,164,0.0683,0,30.9721,0.6097,164,0.0728,0,60.9707,0.3965,164,0.1046,0,39.655,0.379,127,0.0966,37,37.8977,,0,,164,,0.6431,164,0.0567,0,64.3147,0.4211,164,0.0513,0,42.1081,0.2165,164,0.033,0,21.6533,0.1896,164,0.0207,0,18.9626,0.1447,164,0.0106,0,14.4651,0.1745,164,0.0267,0,17.4487,0.2546,164,0.0387,0,25.4569,0.4473,164,0.1472,0,44.7271,0.4191,164,0.1352,0,41.9091,0.3384,159,0.1069,5,33.8396,0.5462,5,0.0677,159,54.6195,,0,,164,,0.7198,164,0.0749,0,71.978,0.4567,164,0.0687,0,45.6712,0.285,164,0.0341,0,28.4956,0.1959,164,0.0194,0,19.59,0.1354,164,0.0158,0,13.5411,0.173,164,0.0213,0,17.2993
62,16930,149,0.251014918088913,0.00019060599152,0.2312,149,0.0188,0,23.1171,0.1953,149,0.0219,0,19.531,0.1871,149,0.0206,0,18.7077,0.252,149,0.0251,0,25.2026,0,149,,,,0.2477,89,0.0833,60,24.7712,0,149,,,,16,133,0.3202,0.0351,32.0193,0.4436,143,0.0517,6,44.3603,0.6082,149,0.0509,0,60.8179,0.5515,149,0.0564,0,55.1474,0.4767,149,0.0356,0,47.6692,0.2588,149,0.0144,0,25.8754,0.1839,149,0.0096,0,18.3905,0.2113,149,0.0247,0,21.1265,0.3388,149,0.0459,0,33.8827,0.242,149,0.0354,0,24.1997,0.325,149,0.1049,0,32.4996,0.3077,125,0.0715,24,30.7662,0.3654,112,0.0406,37,36.5401,,0,,149,,0.6535,149,0.0585,0,65.3533,0.405,149,0.0545,0,40.4993,0.2407,149,0.0205,0,24.0677,0.2072,149,0.0207,0,20.7181,0.1421,149,0.0112,0,14.2095,0.1777,149,0.0146,0,17.7663,0.2616,149,0.0201,0,26.1642,0.428,149,0.0975,0,42.7965,0.4016,149,0.107,0,40.1563,0.2639,147,0.0792,2,26.3856,0.4002,149,0.1435,0,40.0179,0.4307,127,0.0307,22,43.0742,0.5997,149,0.0534,0,59.9672,0.4147,149,0.0705,0,41.4654,0.2239,149,0.0267,0,22.3937,0.1942,149,0.0181,0,19.4211,0.1348,149,0.0159,0,13.479,0.1711,149,0.0176,0,17.1108
63,18446,113,0.262016147375107,0.000902865605894,0.2539,113,0.027,0,25.3884,0.2197,113,0.0426,0,21.9693,0.2195,113,0.0345,0,21.9487,0.2767,113,0.0506,0,27.6738,0,113,,,,0.5778,113,0.0944,0,57.775,0,113,,,,0,113,,,,0.3348,62,0.0718,51,33.4769,0.5614,113,0.0607,0,56.1419,0.5728,113,0.0384,0,57.2823,0.4453,113,0.0336,0,44.5282,0.2462,113,0.0234,0,24.6205,0.1883,113,0.0175,0,18.8319,0.2296,113,0.0432,0,22.9618,0.3492,113,0.0492,0,34.9169,0.2425,113,0.0483,0,24.2454,0.4501,113,0.122,0,45.0073,0.349,8,0.0431,105,34.9023,0.3012,7,0.0197,106,30.1179,,0,,113,,0.5992,113,0.0884,0,59.9217,0.4693,113,0.0471,0,46.9253,0.2502,113,0.0326,0,25.0242,0.2341,113,0.0459,0,23.414,0.1494,113,0.0203,0,14.9353,0.1979,113,0.0253,0,19.7908,0.2319,113,0.0462,0,23.1856,0.3764,113,0.0995,0,37.6368,0.4294,113,0.0812,0,42.9382,0.2683,102,0.0285,11,26.8329,0.3655,109,0.076,4,36.5545,0.4343,34,0.0224,79,43.4272,0.5925,113,0.041,0,59.2472,0.4542,113,0.0563,0,45.4171,0.2853,113,0.0413,0,28.5312,0.2332,113,0.0316,0,23.3217,0.1612,113,0.0275,0,16.1237,0.1936,113,0.0319,0,19.3584
64,18042,104,0.217064708471298,5.4229811212e-05,0.2054,104,0.0093,0,20.5373,0.1809,104,0.0103,0,18.088,0.1762,104,0.01,0,17.6222,0.2518,104,0.0245,0,25.1765,0,104,,,,0.205,104,0.046,0,20.4965,0,104,,,,30,74,0.3437,0.0513,34.371,0.4337,104,0.0628,0,43.3679,0.5858,104,0.0677,0,58.5819,0.5124,104,0.0637,0,51.2377,0.4068,104,0.0449,0,40.6791,0.2321,104,0.0128,0,23.2119,0.1718,104,0.0105,0,17.1759,0.1982,104,0.014,0,19.8223,0.3164,104,0.0296,0,31.6449,0.2676,104,0.0214,0,26.7608,0.2304,104,0.0394,0,23.0419,0.3236,104,0.0542,0,32.363,0.3687,14,0.0658,90,36.8669,,0,,104,,0.5949,104,0.0435,0,59.4879,0.2882,104,0.0275,0,28.8217,0.1969,104,0.0109,0,19.6862,0.1773,104,0.0097,0,17.7299,0.1347,104,0.0079,0,13.4722,0.1541,104,0.0082,0,15.4086,0.2567,104,0.0205,0,25.6682,0.3517,104,0.0572,0,35.17,0.2713,104,0.0616,0,27.1266,0.2171,104,0.0422,0,21.7062,0.3225,104,0.0494,0,32.2454,0.3688,2,0.0069,102,36.8754,0.563,104,0.0533,0,56.2971,0.3079,104,0.075,0,30.7918,0.1855,104,0.0228,0,18.5538,0.1643,104,0.0096,0,16.4336,0.112,104,0.0066,0,11.2047,0.1446,104,0.0175,0,14.4583
65,16346,247,0.22529624402523,0.000163043412613,0.2068,247,0.0163,0,20.6806,0.1808,247,0.0188,0,18.0787,0.1718,247,0.0176,0,17.1756,0.2457,247,0.0211,0,24.5712,0,247,,,,0.3057,235,0.0988,12,30.5696,0,247,,,,72,175,0.3559,0.0689,35.5871,0.4538,194,0.1009,53,45.3833,0.5855,247,0.0693,0,58.5516,0.5182,247,0.0453,0,51.8202,0.4117,247,0.0385,0,41.1674,0.2328,247,0.0141,0,23.2779,0.1728,247,0.0092,0,17.2833,0.2007,247,0.0232,0,20.0747,0.3284,247,0.0434,0,32.8391,0.2608,247,0.0316,0,26.0824,0.2531,247,0.0963,0,25.3088,0.2864,213,0.0591,34,28.643,0.356,104,0.0513,143,35.5955,,0,,247,,0.6344,247,0.0528,0,63.4363,0.3446,247,0.0494,0,34.4643,0.2109,247,0.0214,0,21.0867,0.1881,247,0.0175,0,18.8108,0.1339,247,0.0112,0,13.3895,0.1685,247,0.0129,0,16.8501,0.2516,247,0.026,0,25.1633,0.4486,247,0.1107,0,44.8609,0.3706,247,0.1202,0,37.0604,0.2719,228,0.1121,19,27.1855,0.4968,247,0.188,0,49.6751,0.472,39,0.0391,208,47.203,0.607,247,0.0687,0,60.6993,0.387,247,0.0846,0,38.6995,0.1991,247,0.0317,0,19.9073,0.177,247,0.017,0,17.7003,0.1219,247,0.0136,0,12.1936,0.1578,247,0.019,0,15.7848
66,18179,154,0.207821443676949,0.000269394280622,0.1821,154,0.0239,0,18.21,0.2006,154,0.0225,0,20.0578,0.2048,154,0.0269,0,20.4819,0.2768,154,0.0444,0,27.6786,0,154,,,,0.5619,154,0.154,0,56.1903,0,154,,,,35,119,0.4697,0.1186,46.9652,0.6257,154,0.0397,0,62.5692,0.519,154,0.0582,0,51.9028,0.5042,154,0.0419,0,50.4202,0.3318,154,0.034,0,33.184,0.1913,154,0.0133,0,19.1273,0.155,154,0.009,0,15.4999,0.2317,154,0.0328,0,23.1662,0.3799,154,0.0734,0,37.9922,0.317,154,0.0831,0,31.6954,0.5142,154,0.1771,0,51.4195,0.4682,154,0.1135,0,46.8179,0.4224,148,0.059,6,42.243,,0,,154,,0.6713,154,0.0413,0,67.1347,0.3619,154,0.0505,0,36.1872,0.1746,154,0.0267,0,17.4573,0.1602,154,0.0209,0,16.0221,0.1275,154,0.0132,0,12.7469,0.1493,154,0.0286,0,14.9345,0.2596,154,0.0366,0,25.9628,0.4657,154,0.1381,0,46.5726,0.4583,154,0.1376,0,45.8276,0.3873,31,0.1314,123,38.7266,,0,,154,,0.3357,2,0.0126,152,33.5679,0.5898,154,0.1049,0,58.9754,0.3701,154,0.0459,0,37.0063,0.2074,154,0.0327,0,20.7374,0.1685,154,0.0169,0,16.8459,0.1188,154,0.0131,0,11.8828,0.1664,154,0.0217,0,16.635
67,16140,244,0.229376897215843,0.000818841275759,0.2063,244,0.0263,0,20.6274,0.202,244,0.0408,0,20.1983,0.1945,244,0.0345,0,19.4484,0.2709,244,0.0362,0,27.0937,0,244,,,,0.3685,244,0.1534,0,36.8546,0,244,,,,165,79,0.3695,0.0896,36.949,0.5899,244,0.1059,0,58.9889,0.6156,244,0.0492,0,61.5603,0.5294,244,0.076,0,52.9438,0.4121,244,0.0605,0,41.2147,0.2272,244,0.0241,0,22.7162,0.1724,244,0.0177,0,17.2367,0.2213,244,0.0341,0,22.1309,0.3593,244,0.0391,0,35.9269,0.3002,244,0.0415,0,30.0172,0.2944,244,0.1028,0,29.44,0.2779,229,0.0842,15,27.7942,0.3795,177,0.0481,67,37.95,,0,,244,,0.6628,244,0.0499,0,66.2816,0.3386,244,0.0623,0,33.8636,0.2152,244,0.0306,0,21.5177,0.1952,244,0.0305,0,19.5193,0.1489,244,0.0182,0,14.8917,0.1704,244,0.026,0,17.037,0.249,244,0.0274,0,24.9021,0.4361,244,0.0875,0,43.6119,0.3255,244,0.1089,0,32.5539,0.2155,244,0.0558,0,21.5548,0.3925,230,0.0734,14,39.248,0.3138,1,0.0,243,31.3828,0.7041,244,0.077,0,70.4125,0.381,244,0.0826,0,38.1018,0.222,244,0.0426,0,22.1961,0.1865,244,0.0317,0,18.6527,0.1266,244,0.0243,0,12.6607,0.1707,244,0.0272,0,17.0662
68,19191,140,0.233121812343597,0.000204463663977,0.2206,140,0.0143,0,22.0572,0.2119,140,0.0312,0,21.1911,0.2089,140,0.0262,0,20.8856,0.3101,140,0.0689,0,31.0128,0,140,,,,0.5875,140,0.1582,0,58.7508,0,140,,,,0,140,,,,0.3022,68,0.0633,72,30.2213,0.5284,140,0.0584,0,52.8414,0.5833,140,0.0452,0,58.3257,0.447,140,0.0431,0,44.7006,0.216,140,0.0158,0,21.6018,0.1713,140,0.0105,0,17.1331,0.2063,140,0.032,0,20.6312,0.4035,140,0.0681,0,40.3544,0.3116,140,0.0574,0,31.1562,0.6176,140,0.1381,0,61.7552,0.3498,12,0.0378,128,34.9823,0.3441,65,0.0801,75,34.4052,,0,,140,,0.6879,140,0.0543,0,68.7876,0.4513,140,0.0673,0,45.1299,0.2047,140,0.0184,0,20.4675,0.1921,140,0.0188,0,19.2061,0.1418,140,0.0124,0,14.1755,0.1735,140,0.0158,0,17.3453,0.2845,140,0.0596,0,28.454,0.5446,140,0.1119,0,54.4585,0.5341,140,0.1048,0,53.4127,0.3261,81,0.0642,59,32.6098,0.3759,139,0.0575,1,37.5865,0.4526,101,0.031,39,45.2556,0.5602,140,0.0566,0,56.0225,0.4381,140,0.0663,0,43.8124,0.2394,140,0.0379,0,23.9371,0.1991,140,0.0201,0,19.9143,0.138,140,0.0171,0,13.8004,0.1898,140,0.0246,0,18.9836
69,20268,103,0.217952400445938,0.000165948687936,0.1999,103,0.0162,0,19.9858,0.1972,103,0.0196,0,19.7173,0.1895,103,0.0219,0,18.9515,0.229,103,0.036,0,22.9012,0,103,,,,0.3375,103,0.1005,0,33.7496,0,103,,,,1,102,0.2663,0.0,26.6294,0.7116,103,0.0701,0,71.1556,0.5068,102,0.0865,1,50.684,0.5308,103,0.0576,0,53.0793,0.3503,103,0.0521,0,35.0346,0.2004,103,0.0116,0,20.0379,0.1611,103,0.0117,0,16.1122,0.1889,103,0.0302,0,18.8927,0.2767,103,0.0471,0,27.6675,0.2867,103,0.0414,0,28.6685,0.3443,103,0.0544,0,34.4297,0.3254,103,0.0767,0,32.5443,0.3898,103,0.0549,0,38.9759,,0,,103,,0.684,103,0.0474,0,68.3983,0.4045,103,0.0743,0,40.4548,0.2116,103,0.0157,0,21.1608,0.1955,103,0.0171,0,19.548,0.1471,103,0.0124,0,14.7088,0.1565,103,0.0252,0,15.6512,0.2503,103,0.0243,0,25.03,0.2685,103,0.0617,0,26.8544,0.3876,103,0.0795,0,38.7643,0.3755,103,0.1164,0,37.5511,0.4882,54,0.1091,49,48.8224,,0,,103,,0.7386,103,0.0611,0,73.864,0.4422,103,0.0598,0,44.2246,0.2621,103,0.0335,0,26.2114,0.1854,103,0.0178,0,18.5439,0.128,103,0.0148,0,12.7987,0.1537,103,0.0194,0,15.3716
70,19586,126,0.242328852415085,0.000143566125189,0.2322,126,0.0187,0,23.217,0.1972,126,0.0273,0,19.7208,0.2121,126,0.0231,0,21.2138,0.2524,126,0.0324,0,25.242,0,126,,,,0.3929,126,0.1328,0,39.2908,0,126,,,,0,126,,,,0.3274,5,0.0113,121,32.7356,0.4938,126,0.0488,0,49.377,0.5001,126,0.073,0,50.0097,0.3945,126,0.0565,0,39.4506,0.2202,126,0.0161,0,22.0249,0.1703,126,0.0105,0,17.0304,0.1919,126,0.0255,0,19.1947,0.2579,126,0.056,0,25.7894,0.1952,115,0.0419,11,19.5162,0.5092,126,0.0803,0,50.9222,,0,,126,,0.2921,78,0.0492,48,29.2133,0.4791,48,0.084,78,47.9115,0.7015,126,0.0601,0,70.1475,0.4995,126,0.0447,0,49.9466,0.2454,126,0.0303,0,24.538,0.2414,126,0.0269,0,24.1435,0.1549,126,0.0112,0,15.4946,0.1771,126,0.0148,0,17.7103,0.2354,126,0.0286,0,23.539,0.3341,126,0.1239,0,33.4051,0.357,126,0.0826,0,35.6989,0.2939,71,0.0572,55,29.3869,0.4436,124,0.0797,2,44.3645,0.4484,109,0.0306,17,44.8389,0.6087,126,0.0508,0,60.8674,0.4378,126,0.0676,0,43.7829,0.2683,126,0.0429,0,26.8293,0.2208,126,0.0238,0,22.0768,0.1454,126,0.0149,0,14.5357,0.1566,126,0.0254,0,15.6611
71,19694,312,0.247769996523857,0.001144525711425,0.2058,312,0.028,0,20.5758,0.2268,312,0.0466,0,22.6831,0.2258,312,0.0473,0,22.5799,0.3042,312,0.0659,0,30.4226,0,312,,,,0.4778,312,0.1966,0,47.7767,7,305,0.331,0.1405,33.0959,14,298,0.3979,0.0589,39.7887,0.6512,312,0.0559,0,65.1241,0.4632,287,0.0967,25,46.3171,0.5033,312,0.0668,0,50.3315,0.3604,312,0.0689,0,36.0407,0.2131,312,0.025,0,21.3107,0.1731,312,0.0217,0,17.3087,0.2382,312,0.061,0,23.8242,0.3594,312,0.0865,0,35.9405,0.3265,312,0.0794,0,32.6502,0.4956,312,0.1546,0,49.558,0.3459,312,0.1158,0,34.5884,0.3796,294,0.069,18,37.9575,,0,,312,,0.6826,312,0.0578,0,68.2601,0.4292,312,0.0603,0,42.9166,0.2396,312,0.0377,0,23.9594,0.2208,312,0.0391,0,22.0845,0.161,312,0.0276,0,16.1048,0.1668,312,0.0371,0,16.6846,0.2738,311,0.0407,1,27.3839,0.4552,312,0.1302,0,45.5231,0.441,312,0.105,0,44.1016,0.4208,238,0.1157,74,42.0831,0.4672,94,0.1047,218,46.7194,0.3639,10,0.0105,302,36.3857,0.7043,312,0.0841,0,70.4334,0.4503,312,0.0624,0,45.0288,0.2708,312,0.0464,0,27.0774,0.2045,312,0.0355,0,20.4467,0.1469,312,0.0309,0,14.6946,0.1863,312,0.0343,0,18.6253
72,20669,104,0.25483039021492,0.000551353383344,0.2169,104,0.0228,0,21.687,0.2049,104,0.031,0,20.4868,0.2007,104,0.0314,0,20.0735,0.2748,104,0.0321,0,27.483,0,104,,,,0.4645,104,0.1135,0,46.4512,0,104,,,,59,45,0.3411,0.0737,34.1111,0.589,104,0.0936,0,58.8987,0.5498,104,0.0898,0,54.9755,0.5157,104,0.0739,0,51.5676,0.4309,104,0.0387,0,43.0861,0.2378,104,0.0186,0,23.78,0.1762,104,0.0151,0,17.619,0.2304,104,0.0357,0,23.0398,0.3762,104,0.0395,0,37.6225,0.3201,104,0.0291,0,32.0063,0.2826,104,0.0603,0,28.2561,0.2477,100,0.0551,4,24.7676,0.3838,87,0.0583,17,38.3799,,0,,104,,0.681,104,0.0644,0,68.1005,0.3923,104,0.0352,0,39.227,0.2265,104,0.021,0,22.6465,0.2142,104,0.0358,0,21.4235,0.15,104,0.0206,0,15.0034,0.1637,104,0.0339,0,16.3742,0.283,104,0.0242,0,28.301,0.5228,104,0.0713,0,52.2844,0.4628,104,0.0575,0,46.2771,0.2635,104,0.1087,0,26.3493,0.4399,103,0.1159,1,43.9867,,0,,104,,0.724,104,0.091,0,72.3958,0.4889,104,0.0546,0,48.8866,0.2724,104,0.0367,0,27.2401,0.2108,104,0.0295,0,21.0793,0.1433,104,0.0264,0,14.3305,0.1817,104,0.0303,0,18.166
73,20534,115,0.212127715349197,0.000148463674122,0.1937,115,0.0167,0,19.3666,0.1815,115,0.0232,0,18.153,0.203,115,0.0245,0,20.3031,0.2564,115,0.0366,0,25.6429,0,115,,,,0.6044,115,0.0847,0,60.4422,0,115,,,,11,104,0.267,0.0248,26.698,,0,,115,,0.4148,115,0.0424,0,41.4814,0.5317,115,0.0436,0,53.1684,0.3519,115,0.0687,0,35.1876,0.1958,115,0.0152,0,19.5761,0.1569,115,0.0112,0,15.6885,0.1723,115,0.0203,0,17.2339,0.302,115,0.0514,0,30.1985,0.1786,29,0.0392,86,17.8581,0.516,115,0.0982,0,51.5998,,0,,115,,0.2683,70,0.0351,45,26.8264,0.3759,8,0.0762,107,37.5907,0.6797,115,0.0552,0,67.9673,0.4121,115,0.0472,0,41.2127,0.1908,115,0.0229,0,19.0791,0.1978,115,0.0257,0,19.7834,0.1483,115,0.0102,0,14.8262,0.1569,115,0.0151,0,15.6942,0.2264,115,0.0256,0,22.6383,0.4635,115,0.1217,0,46.3516,0.4296,115,0.1089,0,42.9647,0.3223,79,0.1412,36,32.2342,0.4314,114,0.0894,1,43.1375,0.4439,115,0.0427,0,44.3872,0.5983,115,0.0538,0,59.83,0.365,115,0.051,0,36.4966,0.2162,115,0.0273,0,21.6202,0.1776,115,0.0156,0,17.7616,0.1217,115,0.0099,0,12.165,0.1532,115,0.0205,0,15.3176
74,18269,211,0.22629588842392,0.000103332880826,0.2192,211,0.0197,0,21.9198,0.2032,211,0.0273,0,20.325,0.2036,211,0.0243,0,20.359,0.2872,211,0.0754,0,28.7201,0,211,,,,0.5054,211,0.1831,0,50.5383,0,211,,,,1,210,0.2116,0.0,21.1632,0.3351,70,0.0503,141,33.5109,0.5343,211,0.055,0,53.4321,0.5638,211,0.0676,0,56.3811,0.4315,211,0.0467,0,43.1503,0.2179,211,0.0167,0,21.7924,0.1704,211,0.0088,0,17.0376,0.2063,211,0.032,0,20.6343,0.3348,211,0.1273,0,33.4774,0.2735,211,0.0815,0,27.352,0.5694,211,0.143,0,56.9419,0.3338,8,0.0089,203,33.3826,0.3739,79,0.1394,132,37.3937,0.438,6,0.011,205,43.7954,0.6628,211,0.0775,0,66.284,0.47,211,0.0526,0,47.0037,0.2049,211,0.0252,0,20.4882,0.1897,211,0.022,0,18.97,0.1412,211,0.012,0,14.1175,0.1656,211,0.0154,0,16.5581,0.2536,211,0.0792,0,25.3571,0.4265,211,0.1708,0,42.6537,0.4826,211,0.1304,0,48.2641,0.2809,133,0.0549,78,28.0879,0.361,208,0.0463,3,36.0956,0.4325,115,0.0324,96,43.2499,0.5534,211,0.0706,0,55.3385,0.4409,211,0.0848,0,44.0901,0.2682,211,0.0533,0,26.8197,0.2037,211,0.0146,0,20.3699,0.1369,211,0.0098,0,13.6935,0.1749,211,0.0307,0,17.4934
75,18780,231,0.207326084375381,9.1685418738e-05,0.1923,231,0.0118,0,19.2256,0.1754,231,0.0129,0,17.5422,0.1709,231,0.0135,0,17.0928,0.2339,231,0.0262,0,23.3893,0,231,,,,0.2867,231,0.0922,0,28.6744,0,231,,,,106,125,0.3626,0.0627,36.2646,0.6532,231,0.0587,0,65.3171,0.5962,231,0.0633,0,59.6174,0.493,231,0.0654,0,49.2985,0.3632,231,0.042,0,36.3225,0.2055,231,0.0138,0,20.5529,0.1586,231,0.0108,0,15.8567,0.191,231,0.0187,0,19.1035,0.3323,231,0.032,0,33.2254,0.294,231,0.0379,0,29.3953,0.3154,231,0.1293,0,31.5444,0.223,228,0.0838,3,22.3033,0.3678,226,0.041,5,36.7791,,0,,231,,0.6866,231,0.0419,0,68.6644,0.3158,231,0.0561,0,31.5774,0.1943,231,0.0147,0,19.427,0.1808,231,0.0132,0,18.0844,0.1375,231,0.0085,0,13.7544,0.1706,231,0.0248,0,17.0644,0.2248,231,0.0281,0,22.4816,0.3465,231,0.1503,0,34.6523,0.2927,231,0.1043,0,29.2731,0.2667,231,0.0937,0,26.6674,0.4615,205,0.1192,26,46.1536,,0,,231,,0.7066,231,0.0839,0,70.6624,0.3836,231,0.0832,0,38.3632,0.2169,231,0.0302,0,21.6892,0.1755,231,0.0158,0,17.5521,0.1192,231,0.0122,0,11.9165,0.1546,231,0.0163,0,15.4568
76,22162,161,0.233547732234001,0.000129550695419,0.2075,161,0.0142,0,20.753,0.1847,161,0.0156,0,18.4748,0.182,161,0.0144,0,18.2035,0.2573,161,0.0188,0,25.7276,0,161,,,,0.4665,161,0.1257,0,46.6502,0,161,,,,131,30,0.3784,0.0611,37.8425,0.6427,161,0.0506,0,64.2704,0.6185,161,0.0648,0,61.8473,0.4888,161,0.0448,0,48.8771,0.4097,161,0.0409,0,40.9721,0.2189,161,0.0115,0,21.8874,0.1655,161,0.0091,0,16.5475,0.1999,161,0.0147,0,19.9925,0.3592,161,0.0271,0,35.9206,0.2923,161,0.027,0,29.2307,0.3316,161,0.0962,0,33.1619,0.1775,161,0.0338,0,17.7534,0.3775,161,0.046,0,37.747,,0,,161,,0.71,161,0.0375,0,70.9962,0.3576,161,0.0466,0,35.7622,0.2105,161,0.0154,0,21.0482,0.2019,161,0.0159,0,20.1915,0.1437,161,0.0122,0,14.369,0.1337,161,0.0212,0,13.3714,0.2491,159,0.0255,2,24.9055,0.5305,161,0.0896,0,53.0457,0.422,161,0.094,0,42.2005,0.3079,161,0.1472,0,30.7933,0.5579,160,0.1137,1,55.7902,0.3803,2,0.0014,159,38.0263,0.6687,161,0.1111,0,66.8747,0.4967,161,0.0638,0,49.6669,0.2441,161,0.0306,0,24.4083,0.1873,161,0.0145,0,18.7312,0.1271,161,0.0141,0,12.7061,0.174,161,0.0162,0,17.3982
77,22571,258,0.270974487066269,0.001023207209073,0.2483,258,0.0297,0,24.8274,0.2685,258,0.0357,0,26.8545,0.2573,258,0.0375,0,25.7341,0.362,258,0.0849,0,36.1965,0,258,,,,0.6259,258,0.1261,0,62.5871,0,258,,,,3,255,0.2952,0.0992,29.5219,0.4189,72,0.0419,186,41.8853,0.5143,257,0.0873,1,51.4332,0.6127,258,0.065,0,61.2707,0.5002,258,0.0556,0,50.017,0.242,258,0.0293,0,24.1954,0.1913,258,0.0201,0,19.1307,0.2621,258,0.0468,0,26.2071,0.4519,258,0.0874,0,45.1855,0.3344,258,0.0693,0,33.4352,0.6313,258,0.1405,0,63.1305,0.1014,6,0.0334,252,10.1377,0.4,138,0.1088,120,39.998,,0,,258,,0.7016,258,0.0564,0,70.1627,0.5326,258,0.062,0,53.2562,0.2294,258,0.0339,0,22.9355,0.2187,258,0.0433,0,21.8672,0.1607,258,0.0239,0,16.0673,0.1842,258,0.0284,0,18.4163,0.3299,258,0.069,0,32.993,0.6011,258,0.095,0,60.1054,0.5926,258,0.1054,0,59.2581,0.3459,140,0.0598,118,34.586,0.4288,257,0.0701,1,42.879,0.4433,123,0.024,135,44.3256,0.5415,258,0.0854,0,54.147,0.4737,258,0.1172,0,47.3733,0.3473,258,0.0845,0,34.7261,0.2292,258,0.0298,0,22.9192,0.1598,258,0.023,0,15.977,0.2149,258,0.0362,0,21.4891
